index,count,hate_speech,offensive_language,neither,class,tweet
361,4,3,1,0,0,&#8220;@AlexaDelsanter: This is awkward u fag @corleyhuff @vitchhhh http://t.co/HUDOhA6YQe&#8221; wonder who's awesome tank that is &#128522;
362,3,2,1,0,0,"&#8220;@BixxhMakeMeRich: If u ask me, every bitch gay&#8221;or ""bi"""
363,3,2,1,0,0,"&#8220;@Crowdifornia: We agree... do you? http://t.co/4diz5NKYMN&#8221; FUCK YES, I DO! Send those illegal, wetbacks home!!!"
364,3,2,1,0,0,"&#8220;@DickFurari: HELL YA THEY SHOULD MAKE MORE MALT LIQUOR ADS LIKE THIS. http://t.co/H0JGORtnF8&#8221;

- Dis be heaven fo a colored man"
365,3,2,1,0,0,&#8220;@FreddieGibbs: Tea bag a bitch.&#8221; Pahahaha
366,3,2,1,0,0,"&#8220;@FunnyPicsDepot: ""fucking white people"" http://t.co/uyjGzuX4Cc&#8221; bitch wut?"
367,3,2,1,0,0,"&#8220;@GlitteredInPink: @West305 you like 5'8, you needs to&#8221;....1. You a hoe. 2. i'm 5'10(breaking11) 3.suck my dick."
368,3,2,1,0,0,&#8220;@MILF_chronicles: Dudes shaving without it being for an athletic purpose is gay af&#8221; you're retarded.
369,3,3,0,0,0,"&#8220;@Maxwell_Larsen: When you live this gay, you can't be afraid of two black dicks in your butt"" you fucking queer"
370,3,2,1,0,0,"&#8220;@MikeyPDaCav5: I love the song ""John Doe"" #dope&#8221; @MirandaWigley @edenbaby101 faggots"
371,3,2,1,0,0,&#8220;@MoffettMM: Just got done with my last final and I'm walkin around campus like I own this place&#8221; queer.
372,3,2,1,0,0,&#8220;@My_Fish_Died: You dammn Weed potheads are annoying af on Twitter&#8221; weed and pot are the same thing faggot
373,3,2,1,0,0,&#8220;@NiHao_Rocky Who is she? RT @DrTruth247: Y'all hype that bread loaf chick up but I'm a chill&#8221; a dyke rapper
374,3,2,1,0,0,&#8220;@NiggaImTatted: Cowboys win games during the regular season but when they get to the playoffs that trash af lol&#8221; hating ass nigga
375,3,3,0,0,0,"&#8220;@NoChillPaz: White kids favorite activities
1. Calling people ""niggers"" on Xbox
2.fucking their pet
3. Shooting up their school&#8221;"
376,3,2,1,0,0,"&#8220;@SimplyHype: @kobebryant shut the fuck up, you fucking trash nigga, work on another ring&#8221; http://t.co/6RleNKR7EE"
377,3,2,1,0,0,"&#8220;@TP_Three: @WestSideFlee @KekePalmer damn they got wifey &#128561;&#128561;&#128534;&#128534;&#128555;&#128553;&#128553;&#128553;&#8221;

Fall back nigga &#128299;.. I don't share my hoes"
378,3,2,1,0,0,&#8220;@_BitchBUH: Shoot that nigga and his shorty bitch &#128299;&#128514;&#8221; &#8252;&#65039;&#8252;&#65039;
379,3,2,1,0,0,&#8220;@_honeysays: My phone charging backwards &#128533;&#8221; retarded
380,3,2,1,0,0,&#8220;@alicia_688: You aint special niglet RT @Vice504fly: When I'm chilling wit Greg ppl walk up to me to ask me to take pics&#8221;hatin
381,3,2,1,0,0,&#8220;@boojieque: &#128514;&#128169;RT @WebbMadeThis: Lemme find out you niggaz letting bitches shit on yo faces&#8221; &#128557; niggas is weirdos
382,3,2,1,0,0,"&#8220;@dnumberbefore2: &#8220;@Vice504fly: @dnumberbefore2 u a regular nig, u played out b&#8221; lol ima b Ig famous&#8221;these days that counts for somethin"
383,3,3,0,0,0,"&#8220;@iamkrause: No need to thank me, killing niggers is it's own reward.&#8221; 

Dis my pal from our graduation when we was 26"
384,3,2,1,0,0,&#8220;@kaylendenise_: I hate that bitch &amp; the fact that oomf likes her.. just no &#128528;&#8221; retweeettt 1000x.
385,3,2,1,0,0,&#8220;@kitty_hello14: @Im_Yung_Jay &#127850;&#127850;&#127850;&#127850;&#127850; bitch ass nigga fuck you ! &#128079;&#128079;&#128079;&#128079;&#128079;&#128077;&#128077;&#128077;&#128077;&#128077;&#8221; &lt;= these hoes ain't got no manners #RealTalk
386,3,2,1,0,0,&#8220;@medaOriginBitch: That one friend who you greet with an insult.&#8221; @MorbidMermaid @EvanBecker513 niggers
387,3,3,0,0,0,"&#8220;@rocafella123 ""@waymoflydenu: If fleek in yo vocabulary you a faggot""&#8221;"
388,3,2,1,0,0,&#8220;@spannerhead29: @VertrellCarter #faggot&#8221; #Respect
389,3,2,1,0,0,"&#8220;@thejanicexxx: o u unfollowed me so i can't dm u, so i'll say it here, you're a rude cunt lmao&#8221; you can dm me"
390,3,2,1,0,0,&#8220;@ttevy_8: i want affection 24/7 but i also want to be left alone 24/7... do you see the issue here?&#8221;fag
391,3,3,0,0,0,&#8220;@waymoflydenu Why yall think its ok to be faggots?&#8221; and want us to be cool with them
392,3,2,1,0,0,&amp;when they say him they mean dyke Ron #wcw http://t.co/VV4DUMMe4A
393,3,2,1,0,0, Don't sleep on ma niggah CHood &#128076; @CharleyHood &#128175;&#128175;
394,3,2,1,0,0, Happppppy Birthdayyyy &#1041191;&#1041196;&#1043215; lol . Niggahs is really 21 in this bitch &#1043358;&#1041219; . http://t.co/YatU7pbsHX
395,3,2,1,0,0," If this ugly ass niggah can be with her , I can too . Tf she with Chuu Baka for anyways this niggah look like a... http://t.co/lVNDRDPpQT"
396,3,2,1,0,0, This niggah pharrell or whatever this niggah name is don't deserve shit for that white ass gay song .
397,3,2,1,0,0,"Damn you, whitey!' You'll get a kick out of the 'newest form of white privilege' http://t.co/zLpFZsITOm"
398,3,2,1,0,0,"*goes to olive garden*
*Turns into a cracker*
""@gIacier: *goes black friday shopping*

*turns into a nigger*"""
399,3,2,1,0,0,",@KiroGx me gusta ""typing like a retard to make the other person look dumber by pretending to agree with them"" bazinga"
400,3,2,1,0,0,------&gt;RT @Maxin_Betha @HumbltonBanks ankle socks in general are for the faggots bro
401,3,3,0,0,0,...aaaaaaaaand it begins. RT @RileydaKafka: Fucking niggers that's all Kentucky is and ever will be
402,3,3,0,0,0,"...you're white, aren't you? *rolls eyes* RT @DidntDoNuffin: @DreaaaLove RIP to my NIGGA Trayvon, a worthless spear chucker"
403,3,2,1,0,0,2 beer queer
404,3,2,1,0,0,2 hoes 1 dyke
405,3,3,0,0,0,"4 old hoes, a ponk, and a dyke outchea having ""girl talk"""
406,3,2,1,0,0,5000 white men in pick up trucks screaming nigger and my coach got the nerve to get mad I missed the free throw &#128514;&#128514;&#128514;
407,3,3,0,0,0,"8/16/14 MO @GovJayNixon let &#8220;kill some crackers, kill their babies"" New Black Panthers hijack his #Ferguson presser http://t.co/z2Wko9Ripz"
408,3,2,1,0,0,@05proFESSOR I bet he's a Starbucks queer
409,3,3,0,0,0,@2014samanthaKay good enough fag
410,3,2,1,0,0,@AGreasyMonkey @Huntermoore faggot
411,3,2,1,0,0,@AlfieHeydrich but I live in the South. Lot more here. My pop lives in Rhode Island. Hardly no niggers there.
412,3,2,1,0,0,"@Alicia112794 So basically you like the background music, fag."
413,3,3,0,0,0,@AmericanWhiteHM I hate that nigger.
414,3,3,0,0,0,"@AmericanWhiteHM Those niggers disgust me. They should have dealt with 100 years ago, we wouldn't be having these problems now."
415,3,2,1,0,0,@AnUglyNigga this is retarded
416,3,2,1,0,0,@AndreBerto can't wait for more PEDS is that it? Roid munching faggot
417,3,3,0,0,0,@AndrewJBurns1 @Tommy_Russell_ homo ass crackers
418,3,2,1,0,0,@AnimeKing420 fight me 1 on 1 ur choice of game faggot see what happens
419,3,3,0,0,0,@Anony386 @TurnToLive @Tweenki_ they are wrong you are a nigger always causung mischief among ur own people
420,3,3,0,0,0,"@AnthonyCumia 
You be totally correct Anthony. Can&#8217;t be livin round dem colored folk. Day be bringin down da hood and dem propery value"
421,3,3,0,0,0,"@AntonioFrench The ""You&#8217;re going 2have 2 KILL crackers &amp; their babies&#8221; New Black Panthers #CredibilityShot #FergusonRiot #Justice4MikeBrown"
422,3,2,1,0,0,@Arbogucci guys not supposed to get their ass sucked queer
423,3,2,0,1,0,"@Aryanliving Welcome to the movement. Anyone who gets even minor publicity is a queer, fed, or jew (well, according to the internet)."
424,3,2,1,0,0,@AtBlackface @MrMooncricket @UncleUnco @BobbyBotsods @FuckTheMallcops @RacistNegro69 ape? Fuck u broke ass racist
425,3,2,1,0,0,@AustinG1135 I do not like talking to you faggot and I did but in a nicely way fag
426,3,2,1,0,0,"@AustinG1135 answer my snapchat faggot 
#butthurt"
427,3,2,1,0,0,@AyeFuckWoody @coryburgess87 do i literally eat asshole for a living? is that what i actually do faggot? You seem a little confused..
428,3,2,1,0,0,"@BGALLY17 so ur faggot teammate @BrandonPrust8 hits someone late like that and U say he's yapping and yelling, u guys def 69 in the room"
429,3,2,1,0,0,@BarackObama @MarchForInnov send them damn beaners back where they belong n the US aint it
430,3,2,1,0,0,@Barbod6FCB @_cblaze @ODDBEAST cracker jack shut the fuck up
431,3,2,1,0,0,@BeyondTomcat you'd like that wouldn't you fag
432,3,2,1,0,0,@Bidenshairplugs He looks like a fag and his time line is boring Zzzzzz
433,3,3,0,0,0,@BillionaireCrow @Neelahrelates your what's wrong with the white race you fuckin coon slaying piece of poop please die alone
434,3,2,1,0,0,@Blackman38Tide lmfao go to bed whitey &#128129;
435,3,2,1,0,0,@BloggerBoxing @rianscalia pass the Fosters faggot
436,3,2,1,0,0,@BloggerBoxing yea....what did it do for Maidana? It made him a greedy faggot loser. Atleast Broner is black...
437,3,2,1,0,0,@BossAce555 @Sounds_good_bro @BloggerBoxing yea u stupid faggot. I'm not leaving till like 5-6pm. Want a ride?
438,3,2,0,1,0,@BossMelle never followed him ignorant monkey
439,3,3,0,0,0,@BraxCity29 @maria_obregon_g @sophia_freeman1 3/4 of a citizen. I said it for you maria you spic
440,3,2,1,0,0,@BreeOlson @Gingerbeard66 your a nasty nigger whore
441,3,3,0,0,0,@Brenddan_ they said some bullshit. Damn niggers
442,3,2,1,0,0,@Brenddan_ wow!!! Are you comin back up here? &#128514;&#128514;&#128514;&#128514; they some bitch niggas
443,3,2,1,0,0,@Briana_Rashae I'd like to rape the bitch that posted that.
444,3,2,1,0,0,"@Brice2254 Fuck you, faggot."
445,3,2,1,0,0,@Brizgotti These new nigga hipster hypebeasts love all these faggot ass bright colors and Nike keeps giving them what they want smh
446,3,3,0,0,0,@Buckm00se @letsargueboxing sand nigger ran over some Kidd
447,3,3,0,0,0,@Buckm00se I don't like the sand nigger but it's entertaining like 6 knockdowns
448,3,2,1,0,0,@Buckm00se Joe Cortez is the ultimate faggot that fight proved it
449,3,2,1,0,0,@Buckm00se all us beaners were pissed like robert when the jew ref stopped it
450,3,2,1,0,0,@Buckm00se true sand niggers &amp; bum Brits claim he's a ATG hall of fame legend smh
451,3,2,0,1,0,@CBSThisMorning @charlierose racist @NorahODonnell tx trash racist why wld u intvw @MittRomney n ask racist questions itwas so disrespectful
452,3,3,0,0,0,"@CHARLESBARRKLEY hey Sir house nigger, uncle tom aren't you from grand ole Mississippi, I rest my case!"
453,3,3,0,0,0,@Campos_uli is a fag #hesgay
454,3,2,1,0,0,@CarelessOne92 you styl gotta get dem tweets off my nig
455,3,3,0,0,0,@ChaleCarlo5 fuck outta here and go put some more trash ass ink on your faggot ass self pussy
456,3,3,0,0,0,@ChaleCarlo5 stay talking defending your fuckboy ass boyfriend or what? go suck him off while youre at it faggot
457,3,2,1,0,0,@ChandailBailey @SteeZeyFLOW @HunturPls you need to accept the fact that you're both hipster faggots.
458,3,2,1,0,0,"@CharleeRedz13 your gay stfu, dumb monkey"
459,3,2,1,0,0,@ChaseBasford chase you God damn faggot &#128514;&#128557;&#128514;&#128557;
460,3,2,0,1,0,@CheCha__ be gone my nigguh
461,3,3,0,0,0,"@Cheesus85 @greyyygoose faaaaggggottttt, speaking with the blonde hair and confused, you're a hypocrite, cuz you're a faggot"
462,3,2,1,0,0,@Chink_19 shut up chink.!!!
463,3,2,1,0,0,"@Chris_Anzueto @Josh_Mackey15 you call someone a faggot and then say to kill themselves, you are a pathetic human being. A fucking disgrace."
464,3,3,0,0,0,@Christian_ESEM you don't know what your talking about retarded faggot
465,3,2,0,1,0,"@Cody_smith64 true! I miss yall man, yall are my brothers. Is mikey starting? And what about the chink? Lmfao"
466,3,2,1,0,0,@CrackerJhak Because you're a fag
467,3,2,1,0,0,@CsSalazar15 wetback &#128513;&#128514;&#128514;&#128514;&#128514;&#128557;
468,3,3,0,0,0,"@DaRealAlexInLA @Woody_AFC @Rodriguez5_ the nig is fun to watch got to admit, ebola boy can speak broken Spanish too lol"
469,3,2,1,0,0,@DangItsTiff you look like fucking shrek bitch
470,3,2,1,0,0,@DanielSizelove @Conrad_MLG get on cunt
471,3,2,1,0,0,@DarienDaywalt bitch shut the fuck up goddam your a slut bitch whore nigga
472,3,2,1,0,0,@Darienbaby_xoxo jk I'd fuck a dog before I fuck you fish pussy
473,3,2,1,0,0,@DatBoyRayT because if you support lesbians you have to support faggots there's no difference.
474,3,2,1,0,0,@DavetheBrave1 that hoe on some other shit bro rt and 100x better rn that a nigga high
475,3,2,1,0,0,@DeezNutsDoe I'd hate feeling like a faggot too punk ass hoe
476,3,2,1,0,0,@DeezNutsDoe how about you wash my butthole out with your tongue you little faggot
477,3,3,0,0,0,"@DefendWallSt Whatever! Fuck all those assholes. They're niggers, they all look alike to me."
478,3,2,1,0,0,"@DefendWallSt those little #ISIS faggots usually have bags over their heads anyway. 
Makes bullet placement interesting thru a scope."
479,3,2,1,0,0,@Derek_Kirchner7 @tori_mills02 fags&#128567;&#128567;
480,3,2,1,0,0,"@DestroTheNoble @nekolin purple &amp; pink....for the faggots who want to be protected...by the police, instead of BEARING ARMS if need be!"
481,3,2,1,0,0,@DevilFzyq @DevilElyie @TehDevilClan shut up fag
482,3,2,0,1,0,@DjChubbESwagg this like a retarded wu-tang clan
483,3,2,1,0,0,@DolanGang beans u beaner?
484,3,2,1,0,0,@DolanGang you wouldn't know fag
485,3,2,1,0,0,"@DonnerKay @surlyrevenant An enraged 6'4"" 290 lb Mike Brown lethal weapon on legs.His hatred 4 the police &amp; whitey added fuel 2 his arsenal"
486,3,2,1,0,0,@Drfreezeburnn @DaithiDeNogla I just learned how many retards you can find when you search trending topics.
487,3,2,1,0,0,@Drfreezeburnn That's not bias. It's an objective fact that Philly fans are cunts.
488,3,3,0,0,0,@EleyCome_EleyGo @caykelly16 movies don't matter as long as you do coon shit with coons you're a nigga!
489,3,2,1,0,0,"@EnglishBrit123 sounds like a good idea. But I want my word to be spread. Jews, niggers and commies alike."
490,3,2,1,0,0,@ErinTaylor14 @BRios82 you both sure do You want to give a free pass to every border jumper in this country you two are what's wrong here
491,3,2,1,0,0,@EvanBecker513 @_TriggaPlease_ @MorbidMermaid @zooyorkinit @_ShayisdaBOMB_ @Rainbowblake because she's a nigger
492,3,2,1,0,0,@EvanDMyers @nineinchessoft you have a redneck attitude. The same people that think Benghazzi is real think Fox fake nws is real. Your one
493,3,2,1,0,0,@Fardousaa becuz no man should celebrate his bday at a drreams #faggot
494,3,2,1,0,0,@Fit4LifeMike @chanelisabeth hoe don't make me put up screenshots of your texts to me hoe
495,6,4,1,1,0,@Flow935 jus wanted to let y&#225;ll know hope the hurricane kills your soca sunday trash #LORDWILLIN
496,3,2,1,0,0,@FrankieJGrande ew queer white thirsty bitch
497,3,3,0,0,0,@FrankieJGrande fugly queer white trash
498,3,2,1,0,0,@FrankieJGrande omg gtfo white faggot
499,3,3,0,0,0,@FreddyAmazin ratchet looking nigger
500,3,3,0,0,0,@FreeAJay you understand you look like a real life dyke right? Like you look like a WNBA dyke bro. A sports bra &amp; bball shorts wearing dyke
501,3,2,1,0,0,"@Fromtheshwa yes now get off twitter, you lame negros should have never learned how to use the Internet"
502,3,2,1,0,0,@FuckBoiRik hahahaha youza fuck wigger
503,3,2,1,0,0,"@Fugazi3011 ""leave you beaner retard"""
504,3,2,1,0,0,@Garner_412 heyyyyyyyyyyy fag boy am I gonna watch you play?
505,3,2,1,0,0,"@GeneTNBARockBox Says the old man :( I hope you can survive another 10 years, you silly Jigga boo monkey"
506,3,2,1,0,0,@GlitteredInPink hoe don't tweet me
507,3,2,1,0,0,"@GoDaddy Hope you guys do get attacked for supporting SOPA, bunch of dirty snake faggots."
508,3,2,1,0,0,"@God_loves_biebs Go pray in a church or something fag, no one cares about your religious bullshit."
509,3,2,0,1,0,"@Godsmack_Music @iTunesMusic @iTunes That band is white trash, and only white trash would buy that album."
510,3,3,0,0,0,@GossipCop Julie tell them crybaby blacks to get someone blk. and dress them up white faced......niggers always whining!
511,3,2,1,0,0,@GrizzboAdams @wyattnuckels haha ight nig calm yoself
512,3,2,1,0,0,@GrizzboAdams fucking block your white ass because you try to start shit like a fucking queer so fuck you NIGGA
513,3,2,1,0,0,@GrizzboAdams ight nigga haha fucking queer has to clear his schedule
514,3,2,1,0,0,@GrizzboAdams roid rage much faggot?
515,3,2,1,0,0,@Gutierrez_Alf legit retard
516,3,2,1,0,0,"@HarveyLevinTMZ @sly309 they want what I got, I want what they got, America.they got the word nigger, I want it to"
517,3,3,0,0,0,@HeauxmerSimpson I'm jus tryna vaca away from the niggers bro.
518,3,2,1,0,0,"@HeilSidious Sion is a faggot. Very meh ganks pre-6 and post-6 his ganks are still pretty meh he's just a tank, nothing special imo Mao +"
519,3,2,1,0,0,@Herfarm @SteveWorks4You @TheDemocrats your low info redneck dumbasses vote for these corporate shills that idiots like you believe #dummies
520,3,2,1,0,0,@Herfarm Move out of our country teabaggers!
521,3,2,1,0,0,@HollowDaDonLOM those god damn chinks. http://t.co/Bi6fgP5vGo
522,3,2,1,0,0,@Hovaa_ #niggerfood #niggerperson #you #are #a #nigger
523,6,4,2,0,0,@Hovaa_ ok wat ever u say whitey. u prolly never even seen shaft.
524,3,3,0,0,0,@Hovaa_ shut up lizard faggot nigger cunt
525,6,6,0,0,0,@Hovaa_ ya I know all the slang I'm racist I h8 porch monkies
526,3,3,0,0,0,@HuffingtonPost if the faggots can have a page y cant they?faggots offend me more than them
527,3,2,1,0,0,"@HuffingtonPost im American, don't give 2 shits about the beaners, ship them beaners back"
528,3,2,1,0,0,@HuffingtonPost y don't that bitch just shoot herself? so sick of all those whores!
529,3,2,1,0,0,@Hunglikerobby_ that was so gay. And I was tanning bitch. Juvie made me white
530,3,3,0,0,0,@Huntermoore happy cuz I woke up white and not a nigger!
531,3,2,1,0,0,@Huntermoore nigger!!
532,3,3,0,0,0,@IDisDummies Can you speak one coherent sentence without sounding like a nig? Seriously.
533,3,2,1,0,0,@IGGYAZALEA it was a joke you fugly bitch be happy uncle snoop even acknowledged your nasty ass lmao
534,3,2,1,0,0,"@IWantHis_Heart Ok u fat precious lookin ass bitch, u big fat back at the barnyard lookin ass bitch. I can fix my grammar but u still fat"
535,3,2,1,0,0,@IamShady_ that's not even a real word! Must have hit a blunt and started making up shit with your nigger ass lol
536,3,2,1,0,0,@Iemonaids done that spell check we know you meant fat liberal Dyke feminist Nazi bitches
537,3,3,0,0,0,@ImToBlame you a fatherless wallet carrying ass video game playing ass negro breh. You filth. No way you can afford to date a #TwitterHoney.
538,3,2,1,0,0,@Im_Thirst randies are fags
539,3,2,1,0,0,@ImpactParasite just fuckin roasted this faggot
540,3,2,1,0,0,@InTheOvenJews @SlaveCatcher88 @marylene58 we should hang out ovenjew. Have a lot in common. People waste time on nigs. Jews r r problem.
541,3,2,1,0,0,@InfidelAlie that should read suck on my bacon encrusted middle finger Muslim twats
542,3,2,1,0,0,@ItsKeeshKapeesh *yourself *faggot buy a dictionary
543,3,2,1,0,0,"@ItsMander @kfc
You can always gets da colored folk back in da cage wit da KFC"
544,3,2,1,0,0,@ItsYOUR_man nothin much cousin touching white trash wigger wannabe bitch boy dick sucking fucking gay bitch
545,3,2,0,1,0,@JGardenofEden @KySportsRadio @ryanlemond But...country music listeners really are hicks and alcoholics &#128514;&#128514;
546,3,2,1,0,0,@JMC2488 @jetsgreen @TB12FAN and fuck you too ya little bitch you look like a Mexican sucking a cock in ur profile
547,3,2,0,1,0,@JOLTNG niger
548,3,3,0,0,0,"@JPantsdotcom @Todd__Kincannon @the__realtony I'm partial, faggot..homo...both fairly describes the same sick twisted Assholes out there."
549,3,2,1,0,0,@JRise88 @G_Anderson4 what do you want fag
550,3,2,1,0,0,@JRise88 @LongLiveTylerD your a fag
551,3,2,1,0,0,@JRise88 shut up you stupid bitch
552,3,2,1,0,0,@JacobbBacker fag
553,3,3,0,0,0,@JacobbBacker you don't know shit about me faggot bitch
554,3,3,0,0,0,@JadeGreenleaf fag
555,3,2,1,0,0,@JaiBrooks1 faggot
556,3,2,1,0,0,@JaiBrooks1 not funny u faggot
557,3,2,1,0,0,@JaiBrooks1 ur brother looks so queer and ugly
558,3,2,0,1,0,"@JasonMoriarty13 I remember his nephew Lucas crying and dan saying ""quit being such a pussy and grow a pair"" or something. &#128514;&#128557; dans so funny."
559,3,2,1,0,0,@Jaytwofly @G_MUCKA good leave you stupid faggot
560,3,2,1,0,0,"@Jaytwofly huh, lol mad nigger is mad"
561,3,2,1,0,0,@JewelsAndDrugs9 @ladygaga @madonna lmao madonnas music sucks? yeah you're fucking stupid if you think gaga is better. retard
562,3,2,1,0,0,@JimBoberson happy birthday faggot
563,3,2,1,0,0,"@JizzAtTheScene and how am I assume shit 
,hmm cuz u don't know what fuck u talking about crackers these days."
564,3,2,1,0,0,@JoeDouglas1 I guess blaspheme to your Allah is ok if your pos muzzie huh? @JewJitsuGrl @efilnikcufecin7 @Darknight420
565,3,3,0,0,0,@JoeDouglas1 sit down and stfu raghead @Darknight420 @hajihuntingpat
566,3,3,0,0,0,@Joey_D26 sweet comeback u fuckin herb I dnt watch soccer but id still wax your bitch ass in it go swallow the red soxs kids ur from NYC fag
567,3,2,1,0,0,"@JuanYeeze damn took this dumb spic nearly 2 days to respond, wuz really good tho beaner?"
568,3,2,1,0,0,"@JuanYeeze shut yo beaner ass up spic and hop your faggot ass back across the border little nigga, go listen to some pitbull"
569,3,2,1,0,0,@JungleFeverFren fuck u nigger
570,3,3,0,0,0,@KLSouth @Miss_Didi23 is an evil hate whitey racist who thinks Delbert Belton deserved it. @MaryForbes14 @EnemiesofDonnaJ @StephAnnAnson
571,3,2,1,0,0,@KamRenee ugly nigger
572,3,2,1,0,0,"@KeebitHalal @LogansWarning gotta love it when the islamofascist cow tries to make a retort about age, typical muzzie idiocy"
573,3,2,0,1,0,"@Ken_GTH nahh , whatever you are spook or spic, I still don't like you . Good day"
574,3,2,1,0,0,@Kenny__Wright @itsfrankybitch @yoPapi_chulo so if your 17 and in high school you dont have your own house you fucking faggot
575,3,2,1,0,0,@Kevin_McAdams Because Ian's retarded
576,3,2,0,1,0,"@KingHov1313 i got a dyke wit a child as whse mgr, and she jus hired another girlboy dis week...."
577,3,2,1,0,0,@King_Albert21 @Ceto_13 u pulled.that queer shit as spon as u put no homo lol
578,6,4,2,0,0,"@KuntaKayne I have never seen such ignorant, illiterate pieces of shit in my life. Bring in Natl Guard &amp; disperse this trash. @bassem_masri"
579,7,6,1,0,0,@L1LTR4P fucking losers wetbacks #SorryNotSorry
580,3,3,0,0,0,@Legionary1488 @JomavaesJos now we have a Ebloa case in Texas. If we kill all the niggers we might be safe.
581,3,2,1,0,0,@LeonBaptist idk you into mouthy spics on welfare with 6 kids and 3 baby daddy's?
582,3,3,0,0,0,@Levi_Page I don't bend that way queer. Thanks for the offer it's flattering.
583,3,3,0,0,0,@LexVan13 go back to nigeria faggot
584,3,2,0,1,0,@Lil_A47 &#128514;&#128514;&#128514; you're a coon
585,3,2,1,0,0,"@LobstrThinkTank Yeah! Me too. My people, the women, laff at the set apart men... they love the real niggas or niggers."
586,3,2,0,1,0,"@LokiHulibele @mediacrooks @AamAadmiParty They have mix, not all are retards. AAP is Maoists, terrorists,Congies and delusional Retards"
587,3,2,1,0,0,@Lovelesslovely @Kwitchabichen25 hey aklve! Im taking out the black ghetto trash. Youre blocked nigger
588,3,3,0,0,0,@MakeAnothaHov T.o. was a faggot crybaby
589,3,2,1,0,0,@MarianCristinax you a fag b
590,3,3,0,0,0,@MarkHalperin @WSJopinion @BarackObama Anything to trash this black President!!
591,3,3,0,0,0,@MattHomeTeam - you know what you did you faggot. There are literally thousands of people that have you on their radar homo
592,3,2,1,0,0,@Matt_Petrie22 geta Life faggot
593,3,3,0,0,0,@Maxwell_Larsen your a cunt
594,3,2,1,0,0,@McwilliamsBrett shut your legs hoe
595,3,3,0,0,0,@MenachemDreyfus @NatlFascist88 @waspnse Shit your ass and shabbat your moms pussy u Jew bastard. Ur times coming. Heil Hitler!
596,3,2,1,0,0,@MilesM_05 shut up coon.
597,3,2,1,0,0,@MillerLite I don't follow you because everything about your company is white trash.
598,3,2,1,0,0,@Mimistheone You really seem to love Sandusky. Weirdo. Ur a creepy ass cracker!
599,3,2,1,0,0,@Mimistheone stop trolling me u creepy ass cracker!!!
600,3,2,1,0,0,"@Misplaced_Momma 
She be what we say in da hood white trash"
601,3,2,0,1,0,"@Misplaced_Momma 
Y&#8217;all whitey gots to PAY fo da preparations"
602,3,0,3,0,1,!!!!! RT @mleew17: boy dats cold...tyga dwn bad for cuffin dat hoe in the 1st place!!
603,3,0,3,0,1,!!!!!!! RT @UrKindOfBrand Dawg!!!! RT @80sbaby4life: You ever fuck a bitch and she start to cry? You be confused as shit
604,3,0,2,1,1,!!!!!!!!! RT @C_G_Anderson: @viva_based she look like a tranny
605,6,0,6,0,1,!!!!!!!!!!!!! RT @ShenikaRoberts: The shit you hear about me might be true or it might be faker than the bitch who told it to ya &#57361;
606,3,1,2,0,1,"!!!!!!!!!!!!!!!!!!""@T_Madison_x: The shit just blows me..claim you so faithful and down for somebody but still fucking with hoes! &#128514;&#128514;&#128514;"""
607,3,0,3,0,1,"!!!!!!""@__BrighterDays: I can not just sit up and HATE on another bitch .. I got too much shit going on!"""
608,3,0,3,0,1,!!!!&#8220;@selfiequeenbri: cause I'm tired of you big bitches coming for us skinny girls!!&#8221;
609,3,0,3,0,1,""" &amp; you might not get ya bitch back &amp; thats that """
610,3,1,2,0,1,""" @rhythmixx_ :hobbies include: fighting Mariam""

bitch"
611,3,0,3,0,1,""" Keeks is a bitch she curves everyone "" lol I walked into a conversation like this. Smh"
612,3,0,3,0,1,""" Murda Gang bitch its Gang Land """
613,3,0,2,1,1,""" So hoes that smoke are losers ? "" yea ... go on IG"
614,3,0,3,0,1,""" bad bitches is the only thing that i like """
615,3,1,2,0,1,""" bitch get up off me """
616,3,0,3,0,1,""" bitch nigga miss me with it """
617,3,0,3,0,1,""" bitch plz whatever """
618,3,1,2,0,1,""" bitch who do you love """
619,3,0,3,0,1,""" bitches get cut off everyday B """
620,3,0,3,0,1,""" black bottle &amp; a bad bitch """
621,3,0,3,0,1,""" broke bitch cant tell me nothing """
622,3,0,3,0,1,""" cancel that bitch like Nino """
623,3,0,3,0,1,""" cant you see these hoes wont change """
624,3,0,3,0,1,""" fuck no that bitch dont even suck dick "" &#128514;&#128514;&#128514; the Kermit videos bout to fuck IG up"
625,3,0,3,0,1,""" got ya bitch tip toeing on my hardwood floors "" &#128514; http://t.co/cOU2WQ5L4q"
626,3,0,2,1,1,""" her pussy lips like Heaven doors "" &#128524;"
627,3,0,3,0,1,""" hoe what its hitting for """
628,3,0,3,0,1,""" i met that pussy on Ocean Dr . i gave that pussy a pill "" &#128524;"
629,3,0,3,0,1,""" i need a trippy bitch who fuck on Hennessy """
630,3,0,3,0,1,""" i spend my money how i want bitch its my business """
631,3,0,3,0,1,""" i txt my old bitch my new bitch pussy wetter """
632,3,0,3,0,1,""" i'd say im back to the old me but my old bitches would get excited "" &#128524;"
633,3,0,3,0,1,""" if you aint bout that Murder Game pussy nigga shut up """
634,3,0,3,0,1,""" if you're toes ain't done you pussy stinks """
635,3,0,3,0,1,""" im done with bitter bitches its a wrap for that . if you a angry bird theres a app for that """
